mz,significant,chemical
593.5404,True,C40H68N2O
332.0889,False,C17H15O7
787.4837,False,C41H70O14
343.0511,True,C17H12Cl2N4
132.0766,False,C4H9N3O2
237.1118,True,C13H16O4
515.2994,False,C30H42O7
765.5639,True,C41H81O10P
653.4386,True,C33H65O10P
439.1057,False,C20H22O9S
150.0910,False,C9H11NO
191.0734,True,C8H14O3S
258.2062,False,C14H27NO3
591.3177,True,C33H42N4O6
549.4875,False,C35H64O4
129.0179,False,C5H4O4
494.1416,True,C23H25O12
903.2763,True,C39H50O24
162.1353,True,C7H17N2O2
650.6445,False,C42H83NO3
643.5294,True,C41H70O5
307.1750,False,C14H26O7
622.0346,False,C15H22N5O16P3
451.1517,False,C23H27ClO7
783.6496,True,C50H86O6
161.1533,False,C9H20O2
476.1485,False,C22H25N3O7S
465.2974,False,C23H45O7P
553.4399,True,C40H56O
329.0801,False,C13H16N2O6S
504.1922,True,C18H33NO15
613.3732,False,C36H52O8
237.1041,True,C14H17ClO
768.5537,True,C43H78NO8P
218.9956,True,C7H6O6S
399.2198,False,C21H34O5S
120.0443,True,C7H5NO
815.2385,True,C39H42O19
173.1324,True,C13H16
797.6653,True,C51H88O6
543.2224,False,C29H34O10
185.0297,False,C5H4N4O4
820.6211,True,C48H86NO7P
372.1072,False,C19H17NO7
451.0628,False,C19H18N2O7S2
544.1811,True,C27H29NO11
461.2662,False,C23H41O7P
878.6991,False,C52H96NO7P
909.6453,False,C51H91NO10P
429.2397,False,C25H28N6O
209.0668,False,C8H8N4O3
423.2224,True,C19H34O10
259.0600,False,C14H10O5
429.1973,False,C18H28N4O8
503.1184,True,C24H22O12
246.0065,False,C8H7NO6S
505.1912,True,C22H32O13
420.9696,True,C6H15O15P3
164.8825,False,C2Cl4
369.3601,False,C23H46NO2
634.2175,False,C23H39NO19
513.2844,False,C30H40O7
239.1641,False,C14H22O3
391.1232,False,C16H22O11
228.1019,False,C14H13NO2
745.2184,True,C32H40O20
198.1236,False,C9H15N3O2
787.6679,False,C45H91N2O6P
535.2899,False,C29H42O9
489.1026,False,C23H20O12
255.1749,True,C10H28N2OP2
370.3313,False,C22H43NO3
333.2633,True,C18H36O5
645.5451,False,C41H72O5
763.7170,False,C49H94O5
876.6476,False,C51H90NO8P
272.0488,True,C13H9N3O2S
415.2326,False,C21H34O8
187.0713,True,C7H10N2O4
455.2487,True,C20H38O11
639.1552,False,C28H30O17
275.0701,False,C18H10O3
829.2032,True,C35H40O23
793.6340,True,C51H84O6
429.2270,True,C25H32O6
113.0227,True,C5H4O3
719.3636,False,C38H54O13
415.1434,False,C17H20F6N2O3
212.9641,False,C4H8N2S4
78.0366,False,C2H7NS
263.0524,True,C14H13ClNS
514.2129,False,C20H35NO14
221.1899,True,C15H24O
457.3464,False,C33H44O
681.1872,False,C27H36O20
566.0781,False,C15H25N3O16P2
455.1909,False,C22H30O10
332.1492,False,C18H21NO5
174.0913,True,C11H11NO
459.2123,True,C24H30N2O7
877.4061,True,C41H64O20
754.5380,False,C42H76NO8P
613.5550,False,C41H72O3
403.0931,False,C12H23N2O9PS
595.5659,False,C38H74O4
830.6996,True,C48H96NO7P
409.1788,False,C20H28N2O5S
336.1836,False,C18H26ClN3O
379.2227,False,C20H30N2O5
893.4403,False,C44H60N8O12
303.2680,True,C21H34O
410.1655,False,C16H27NO11
689.5865,False,C47H76O3
697.1398,False,C33H28O17
270.1852,True,C18H23NO
241.2637,True,C15H32N2
513.1238,False,C22H24O14
459.2554,False,C28H31FN4O
474.3568,True,C29H47NO4
288.2028,True,C12H25N5O3
774.1697,True,C35H35NO17S
277.1431,False,C16H20O4
448.1363,False,C22H23O10
151.0599,False,C5H10O5
343.0335,False,C9H12FN2O9P
818.2263,True,C38H41O20
727.6232,False,C47H82O5
353.1382,False,C21H20O5
167.1794,True,C12H22
903.4584,False,C44H70O19
216.1590,True,C11H21NO3
717.0601,False,C27H24O21S
316.2846,False,C18H37NO3
659.4305,True,C42H58O6
216.0089,False,C8H7Cl2N3
453.3715,False,C31H48O2
430.2045,False,C24H31NO4S
748.6209,True,C42H86NO7P
469.4036,False,C32H52O2
421.2584,False,C24H36O6
377.2116,False,C22H29FO4
134.0937,False,C6H13AsO3
391.3442,True,C25H44NO2
563.4456,False,C38H58O3
505.0975,True,C23H20O13
775.4520,True,C36H72O13P2
457.1382,False,C18H24N4O8S
323.0955,False,C12H18O10
178.0353,True,C6H11NOS2
172.0096,False,C3H9NO3S2
90.9943,True,C3H3ClO
709.4803,True,C40H69O8P
623.5759,False,C43H74O2
164.0566,False,C6H5N5O
755.3245,False,C36H46N6O12
402.1546,False,C21H23NO7
232.1306,True,C12H16F3N
790.2162,True,C33H41O22
428.1557,True,C20H21N5O6
141.0907,False,C8H12O2
300.2321,False,C20H29NO
48.0568,False,C2H7AsO
437.0471,False,C18H16N2O7S2
261.1555,True,C10H20N4O4
723.5170,False,C38H75O10P
212.1214,False,C10H17N3S
147.0474,False,C6H10O2S
133.0647,False,C9H8O
246.9904,False,C8H6O7S
853.5819,True,C47H83NO10P
512.0586,True,C16H17N9O5S3
482.2465,False,C25H36O9
681.2538,False,C36H40O13
167.0632,False,C8H10N2S
576.3180,True,C32H41N5O5
140.0812,True,C6H9N3O
449.2380,False,C21H36O10
188.8985,False,C2H4S5
83.0490,False,C5H6O
189.1233,False,C8H16N2O3
611.3918,True,C30H59O10P
170.1048,False,C8H13N2O2
509.4926,False,C33H64O3
545.2017,True,C28H32O11
769.4366,False,C40H64O14
397.1490,False,C19H24O9
249.0901,False,C12H13ClN4
880.1385,True,C26H40N7O19P3S
395.0788,False,C18H18O8S
459.3832,False,C30H50O3
309.3504,False,C22H44
389.0713,True,C15H16O12
111.0438,False,C6H6O2
589.2642,False,C31H40O11
405.1097,False,C21H21ClO6
233.1169,False,C14H16O3
761.6641,False,C48H88O6
239.1064,True,C16H14O2
837.5486,False,C43H81O13P
812.4915,False,C42H65N7O9
314.1386,False,C18H19NO4
622.1741,False,C21H36NO18P
673.5917,False,C47H76O2
603.3677,False,C38H50O6
730.5379,True,C40H76NO8P
250.1800,False,C15H23NO2
554.3238,True,C29H48NO7P
139.0499,False,C6H6N2O2
219.1379,False,C14H18O2
179.0557,True,C7H14OS2
398.1588,False,C22H23NO6
895.7748,False,C58H102O6
271.0688,False,C12H9F3N2O2
755.4211,False,C39H62O14
168.1745,False,C11H21N
103.0991,True,C5H12NO
771.6373,False,C44H87N2O6P
371.9869,True,C13H10ClN3O4S2
783.2341,False,C35H42O20
829.4990,True,C40H78O13P2
579.2622,False,C30H42O9S
479.1911,False,C24H30O10
647.3635,False,C32H54O13
709.1610,True,C31H32O19
754.6107,False,C44H84NO6P
637.4824,True,C41H64O5
683.1815,False,C30H34O18
369.0485,False,C12H16O11S
278.2839,True,C19H35N
237.1849,False,C15H24O2
186.8746,True,C2H4Br2
340.2352,True,C23H30O2
531.3161,True,C27H46O10
655.4332,True,C36H63O8P
318.1810,True,C17H23N3O3
463.4508,False,C31H58O2
253.0552,True,C8H12O9
234.1488,False,C14H19NO2
371.0964,False,C16H23BrN2O3
125.1324,True,C9H16
508.3758,False,C26H54NO6P
593.3331,False,C33H44N4O6
899.4997,True,C46H74O17
237.1233,False,C12H16N2O3
275.2114,True,C17H26N2O
611.5239,True,C37H70O6
199.0713,False,C8H10N2O4
651.0827,False,C27H22O19
245.0808,False,C14H12O4
390.1113,True,C18H19N3O5S
433.1128,True,C21H20O10
305.2110,False,C19H28O3
113.0959,True,C7H12O
779.5455,False,C48H74O8
451.1879,False,C24H31ClO6
746.2051,False,C35H37O18
179.0913,False,C7H14O5
176.0194,False,C6H9NOS2
156.9895,True,C2H5O6P
175.0599,False,C7H10O5
219.1337,False,C9H18N2O4
723.4499,True,C40H68O7P2
421.1854,False,C22H28O8
443.1544,False,C20H26O11
173.0959,False,C12H12O
292.0968,False,C18H13NO3
649.3792,True,C32H56O13
229.1432,True,C12H20O4
517.2642,False,C25H40O11
102.1275,False,C6H15N
571.1996,False,C30H34O9S
565.1187,True,C25H24O15
544.0667,True,C25H19O12S
625.1915,False,C32H32O13
211.0823,False,C8H10N4O3
537.3938,True,C35H52O4
640.1785,False,C32H31O14
389.1317,False,C23H20N2O2S
421.1279,False,C24H20O7
450.1107,False,C23H19N3O5S
808.5851,False,C46H82NO8P
521.1863,True,C22H32O14
439.3568,True,C30H46O2
503.0972,False,C27H18O10
197.1171,False,C11H16O3
581.1419,False,C29H26ClFN4O4S
157.1009,True,C12H12
454.1641,False,C20H27N3O7S
261.1596,False,C15H20N2O2
210.0871,True,C9H11N3O3
547.1444,False,C26H26O13
511.0540,False,C21H18O13S
867.7800,False,C57H102O5
501.1753,False,C26H28O10
299.1952,False,C13H24N5O3
381.1754,True,C16H28O10
483.0589,False,C20H18O12S
264.1225,False,C14H17NO4
474.1723,False,C20H23N7O7
822.6005,False,C47H84NO8P
158.0997,False,C8H15NS
314.0935,False,C16H12FN3O3
567.4250,False,C33H58O7
913.5799,True,C49H85O13P
709.6699,False,C45H88O5
236.1275,False,C13H17NO3
523.3386,False,C26H51O8P
467.0968,False,C24H18O10
98.0599,False,C5H7NO
327.0493,True,C17H10O7
411.3620,True,C29H46O
607.5295,False,C38H70O5
266.0228,False,C10H7N3O4S
846.6944,False,C48H96NO8P
755.1044,False,C22H31N9O13P3S
411.1913,False,C23H26N2O5
509.2380,False,C26H36O10
636.3174,False,C29H45N7O7S
379.1175,False,C22H18O6
171.0237,False,C4H11O3PS
454.1681,False,C25H27NO5S
690.4055,False,C34H59NO13
338.2113,False,C22H27NO2
455.1006,True,C20H22O10S
708.4598,False,C39H66NO8P
176.0664,False,C5H9N3O4
208.1443,False,C11H17N3O
308.9692,True,C8H11Cl3O6
453.1180,True,C24H20O9
740.4692,False,C37H70O12S
827.1136,True,C33H30O25
227.1635,True,C13H22O3
448.2161,False,C18H31GdN4O9
407.0889,True,C20H19ClO7
683.4645,True,C38H67O8P
405.1389,True,C17H24O11
607.2549,False,C35H34N4O6
371.2578,False,C24H34O3
357.2262,False,C19H32O6
75.0068,True,C2H2O3
873.2447,True,C41H44O21
375.2641,False,C22H34N2O3
156.9268,False,C2H4S4
100.1120,False,C6H13N
241.1183,False,C11H16N2O4
386.1263,True,C17H23NO7S
791.3330,False,C36H54O19
161.1324,True,C12H16
210.0316,False,C10H8ClNO2
192.1130,True,C10H13N3O
674.4755,False,C36H68NO8P
426.0519,False,C14H19NO10S2
702.5796,False,C40H80NO6P
816.5747,False,C44H82NO10P
302.8775,False,C8H2Cl4O4
164.0528,True,C9H9NS
393.1443,True,C22H20N2O5
263.0673,False,C9H11FN2O6
515.4128,True,C30H58O4S
566.1002,True,C17H30Cl2N5O8PS
521.1653,False,C25H28O12
914.2106,True,C42H41O23
155.1789,True,C11H22
395.0061,True,C16H10O10S
255.0498,True,C11H10O7
347.2225,True,C22H26N4
609.0730,False,C27H20N4O9S2
760.6213,False,C43H86NO7P
671.5760,False,C47H74O2
287.2367,False,C20H30O
452.1483,True,C20H25N3O7S
614.1206,False,C22H31NO15S2
695.2392,True,C29H42O19
587.1945,False,C30H34O10S
89.0417,True,C4H8S
478.3234,False,C21H43N5O7
291.0475,False,C7H15O10P
614.7768,True,C11H9I3N2O4
294.1546,False,C12H23NO7
882.6007,True,C52H84NO8P
499.2246,False,C18H34N4O12
633.4316,False,C33H62NO8P
583.4355,False,C37H58O5
751.3658,False,C38H50N6O10
197.1900,False,C13H24O
328.3208,False,C20H41NO2
293.0688,False,C10H10N7O2S
373.0903,False,C20H17FO4S
476.2506,False,C29H31F2N3O
511.4720,False,C32H62O4
495.2188,False,C26H32F2O7
521.3989,False,C35H52O3
128.0525,False,C6H9NS
339.0532,True,C15H14O7S
248.2569,False,C12H31N4O
548.2125,False,C27H33NO11
233.0379,False,C11H8N2O2S
713.1557,False,C30H32O20
295.0633,True,C14H14O5S
303.2526,False,C17H34O4
831.6835,False,C48H95O8P
141.0724,True,C8H12S
321.1541,False,C14H24O8
495.1131,True,C22H22O13
226.1086,True,C12H11N5
316.0483,True,C15H10ClN3O3
725.4411,True,C46H60O7
114.0371,False,C5H7NS
385.2120,False,C22H28N2O4
114.0912,False,C6H11NO
803.5582,False,C47H79O8P
157.9596,False,C5H4BrN
819.6496,False,C53H86O6
325.0459,True,C15H13ClO6
603.3888,True,C35H54O8
329.1086,False,C12H16N4O7
271.1036,False,C10H14N4O5
418.9914,False,C14H10O13S
572.2939,True,C26H37N9O6
816.6473,True,C46H90NO8P
831.2553,False,C36H46O22
811.4473,True,C42H66O15
210.9736,False,C6H10S4
439.2479,True,C27H34O5
493.3523,False,C29H48O6
395.2064,False,C21H30O7
397.1854,False,C20H28O8
46.0648,True,C2H7N
221.1646,True,C13H20N2O
205.0429,False,C10H8N2OS
303.0862,False,C16H14O6
241.1447,False,C14H16N4
627.4981,True,C40H66O5
754.4174,True,C43H55N5O7
443.1448,False,C22H22N2O8
499.0538,True,C20H18O13S
212.1069,False,C14H13NO
333.2059,False,C20H28O4
389.1121,True,C17H17ClN6O3
379.0957,False,C17H18N2O6S
168.0765,True,C7H9N3O2
437.0168,True,C18H12O11S
185.0114,False,C5H12OS3
451.1056,False,C21H22O9S
681.4701,False,C35H69O10P
655.3263,False,C40H46O8
318.0979,False,C10H21AsO9S
372.2896,False,C24H37NO2
449.1289,False,C18H24O13
1028.5370,True,C50H83N3O15P2
215.1064,True,C14H14O2
886.1638,False,C29H42N7O17P3S
305.1082,False,C12H21N2O3PS
890.1956,False,C29H46N7O17P3S
307.1901,True,C18H26O4
292.1289,False,C16H19ClN2O
421.1910,True,C28H24N2O2
293.0475,False,C14H12O5S
639.1191,True,C27H26O18
135.0289,True,C5H10S2
178.1226,False,C11H15NO
281.0772,False,C13H16N2OS2
273.1232,False,C15H16N2O3
281.1533,False,C19H20O2
124.0504,True,C5H5N3O
516.3084,True,C26H46NO7P
671.4363,False,C36H62O11
281.1619,True,C15H22NO4
381.0190,False,C20H10Cl2N2O2
224.1015,True,C10H13N3O3
349.1908,False,C22H24N2O2
190.2022,False,C8H23N5
283.9875,False,C12H7Cl2NO3
410.0573,False,C14H19NO9S2
409.1776,False,C22H29ClO5
859.5459,False,C42H84O13P2
337.1716,False,C12H24N4O7
331.0425,True,C10H19O6PS2
145.0048,False,C6H5ClO2
109.0647,False,C7H8O
366.0962,True,C12H19N3O8S
844.6786,False,C48H94NO8P
369.1332,False,C21H20O6
151.1117,False,C10H14O
303.1589,False,C18H22O4
537.1755,False,C29H28O10
833.6652,False,C54H88O6
353.0713,False,C12H16O12
191.1137,False,C6H14N4O3
376.1600,True,C16H25NO9
433.0984,True,C18H24O8S2
371.1884,False,C22H27ClN2O
561.3606,False,C25H48N6O8
279.1074,False,C11H18O8
786.3586,False,C43H51N3O11
183.1009,True,C10H14O3
781.0516,False,C34H20O22
451.1234,False,C21H22O11
231.0321,False,C9H10O5S
323.2479,False,C22H30N2
827.5467,True,C53H70N4O4
631.2018,True,C31H34O14
241.2524,False,C16H32O
882.6945,False,C51H96NO8P
517.2038,False,C27H32O10
164.0562,True,C6H13NS2
877.7279,True,C57H96O6
230.0421,True,C5H12NO7P
845.3073,True,C38H52O21
707.6700,False,C49H86O2
414.3211,False,C23H43NO5
183.0804,True,C13H10O
115.0573,False,C6H10S
743.1904,False,C38H34N2O12S
615.4982,False,C39H66O5
641.1347,False,C27H28O18
121.1008,True,C9H12
371.1125,False,C20H18O7
217.0859,True,C13H12O3
584.2866,False,C33H37N5O5
205.0971,False,C11H12N2O2
793.3289,False,C40H48N4O13
617.1990,False,C30H28N6O9
272.1408,False,C14H22ClNO2
264.1018,False,C17H13NO2
682.4441,False,C37H64NO8P
627.1344,False,C30H26O15
254.0882,True,C9H11N5O4
175.1480,True,C13H18
417.2632,False,C25H36O5
249.1081,False,C9H16N2O6
338.1510,True,C16H20FN3O4
680.4130,False,C36H53N7O6
772.5839,True,C43H82NO8P
112.0868,False,C5H9N3
553.3192,False,C30H48O7S
381.1729,False,C20H28O5S
163.0609,False,C7H14S2
537.2329,True,C27H36O11
269.0443,False,C15H8O5
859.2901,False,C56H42O9
883.7749,True,C57H102O6
85.0646,False,C5H8O
304.0576,False,C15H11O7
203.1429,False,C14H18O
256.0150,True,C9H7Cl2N5
367.1863,True,C18H26N2O6
183.0861,False,C6H14O6
469.1851,True,C26H28O8
219.1412,False,C11H22O2S
265.1070,False,C14H16O5
449.3623,False,C28H48O4
718.2790,False,C30H39N9O12
888.5745,False,C50H82NO10P
879.7430,True,C57H98O6
369.2295,False,C23H30NO3
591.4020,False,C31H59O8P
367.1173,False,C21H18O6
757.4368,False,C39H64O14
286.2009,False,C15H27NO4
278.0246,False,C9H12NO5PS
215.0848,False,C9H14N2O2S
250.9872,False,C9H8Cl2O4
441.2018,False,C24H28N2O6
416.1120,True,C16H21N3O8S
302.1749,False,C18H23NO3
153.9989,False,C3H7NO2S2
343.3201,True,C21H42O3
741.4415,False,C39H64O13
666.3117,False,C33H47NO13
351.1260,False,C18H22O5S
794.6058,False,C46H84NO7P
874.7259,False,C50H100NO8P
390.0523,True,C11H19NO10S2
544.5086,False,C36H65NO2
667.4414,True,C37H62O10
96.0808,True,C6H9N
199.1480,False,C15H18
912.7415,False,C53H102NO8P
744.2106,False,C32H39O20
606.3285,False,C33H43N5O6
546.1852,True,C27H33N2O6S2
656.1946,True,C29H35O17
483.1488,False,C22H26O12
694.2129,True,C35H35NO14
310.0639,True,C15H13ClFNO3
449.2897,True,C26H40O6
515.2849,True,C26H42O10
295.2168,True,C20H26N2
862.5591,False,C48H80NO10P
728.5224,False,C40H74NO8P
218.1287,False,C12H15N3O
74.0711,False,C2H7N3
331.0149,False,C12H11ClN2O5S
628.1631,True,C27H31O17
913.5154,True,C47H76O17
697.5765,False,C45H76O5
265.1798,True,C16H24O3
449.5080,True,C32H64
224.0552,False,C10H9NO5
231.0974,False,C9H14N2O5
299.9797,True,C3H12NO9P3
217.0639,True,C8H12N2O3S
888.1434,False,C28H40N7O18P3S
225.1848,True,C14H24O2
319.0713,False,C18H10N2O4
352.1905,False,C22H25NO3
257.0478,True,C11H12O5S
741.1810,False,C39H32O15
529.1703,False,C27H28O11
609.1449,True,C27H28O16
360.0414,False,C10H17NO9S2
325.1431,True,C20H20O4
463.1810,True,C20H30O12
269.1172,False,C17H16O3
680.1094,False,C20H31N3O19P2
801.4991,True,C42H72O14
379.1538,False,C23H22O5
803.4786,False,C41H70O15
493.1339,False,C23H24O12
252.2321,False,C16H29NO
886.5592,False,C50H80NO10P
641.3331,True,C37H44N4O6
127.0058,False,C2H6O4S
125.0343,True,C5H4N2O2
817.7279,False,C52H96O6
593.5139,False,C37H68O5
447.3826,False,C29H50O3
571.0024,False,C21H14O17S
454.0899,False,C20H20ClNO9
827.8291,False,C21H20I3NO10
259.2267,False,C15H30O3
352.0247,True,C15H11O8S
286.1913,True,C17H23N3O
301.1280,False,C14H20O7
557.2169,False,C33H32O8
451.2839,False,C29H38O4
779.5584,False,C45H79O8P
285.0789,True,C16H13ClN2O
44.9970,False,CO2
819.6643,False,C57H86O3
782.6055,False,C45H84NO7P
256.0728,False,C15H11O4
717.5428,False,C40H77O8P
159.1015,True,C8H14O3
297.1396,False,C18H17FN2O
807.4160,False,C42H62O15
241.9869,False,C9H5O6S
411.4560,False,C28H58O
531.1495,False,C26H26O12
780.2767,True,C29H49NO23
209.0589,False,C6H12N2O4S
858.7310,False,C50H100NO7P
165.1122,False,C8H12N4
101.0960,False,C6H12O
90.0548,False,C3H7NO2
251.2369,False,C17H30O
868.3021,False,C43H49NO18
911.5643,False,C49H83O13P
263.0907,False,C14H14O5
160.1807,False,C8H21N3
891.2799,True,C56H42O11
285.1484,False,C18H20O3
199.0752,True,C13H10O2
591.1342,False,C27H26O15
367.0480,False,C16H14O8S
671.2386,False,C40H34N2O8
700.4909,False,C38H70NO8P
419.3152,True,C26H42O4
423.0895,False,C12H23O14P
695.1276,True,C30H30O17S
401.3621,True,C24H48O4
471.1649,False,C25H26O9
411.1649,False,C20H26O9
331.1023,True,C14H18O9
587.1395,False,C28H26O14
235.0355,False,C11H10N2S2
549.1349,True,C24H24N2O13
798.6370,False,C46H88NO7P
300.0896,False,C16H14ClN3O
260.1198,False,C16H18ClN
473.2895,False,C28H40O6
778.4636,False,C42H68NO10P
275.1106,True,C15H15NO4
845.7592,False,C54H100O6
481.5342,True,C33H68O
171.0287,True,C7H6O5
285.1331,True,C14H20O6
410.1728,True,C21H28ClNO5
645.1660,True,C27H32O18
866.1951,False,C27H46N7O17P3S
691.3579,True,C30H60O13P2
703.2231,True,C34H38O16
825.2025,True,C43H36O17
189.0867,True,C7H12N2O4
801.1508,False,C36H32O21
74.0597,False,C3H7NO
282.8202,False,C6Cl6
227.0912,True,C11H14O5
311.0756,False,C14H14O8
423.0802,False,C12H22O14S
278.1903,False,C20H23N
422.1709,True,C23H23N3O5
382.2715,True,C18H40NO5P
331.0658,True,C13H14O10
851.7122,False,C55H94O6
801.2083,True,C34H40O22
740.5223,False,C41H74NO8P
293.1492,True,C15H20N2O4
325.0736,False,C15H16O6S
170.0118,False,C3H7NO5S
219.0763,False,C11H10N2O3
367.0648,True,C10H15N4O9P
281.0410,False,C12H12N2O2S2
818.6632,False,C46H92NO8P
655.1867,False,C29H34O17
195.0873,False,C8H10N4O2
365.0312,True,C10H13N4O7PS
642.0979,False,C23H31NO14S3
648.3754,False,C36H49N5O6
191.0185,False,C6H6O7
207.0651,False,C11H10O4
351.0167,True,C15H10O8S
485.0926,False,C20H20O14
155.0855,False,C12H10Hg
77.0594,False,C3H8O2
447.3092,True,C27H42O5
877.4817,False,C45H64N8O10
142.9923,False,C2H7O3PS
427.3205,False,C28H42O3
213.1844,True,C13H24O2
489.2269,True,C30H32O6
447.3257,False,C31H42O2
1007.9363,False,C67H122O5
531.2499,False,C23H39N5O5S2
879.7800,False,C58H102O5
521.0924,False,C23H20O14
890.5905,False,C50H84NO10P
479.5185,False,C33H66O
118.0859,True,C5H11NO2Se
292.0848,True,C11H17NO6S
318.0694,True,C12H10F3N3O4
716.4532,False,C12H3Br7O
523.2172,False,C26H34O11
470.3051,True,C32H39NO2
577.1339,False,C30H24O12
587.3259,False,C30H52O7P2
902.5107,True,C45H75NO17
307.0809,False,C15H14O7
505.3885,False,C31H52O5
527.0639,False,C25H18O11S
832.5122,True,C46H74NO10P
269.1383,False,C14H20O5
510.3917,True,C26H56NO6P
255.0974,False,C11H14N2O5
337.1830,True,C19H28O3S
411.1107,False,C19H22O8S
469.3675,False,C31H48O3
150.9880,False,C4H6O2S2
826.5381,True,C48H76NO8P
335.0737,False,C9H19O11P
290.1497,False,C15H19N3O3
813.6603,False,C51H88O7
714.2326,True,C34H39N3O12S
369.3151,True,C26H40O
493.0973,False,C22H20O13
741.4484,False,C43H65O8P
689.5139,False,C45H68O5
187.1479,False,C14H18
71.0126,False,C3H2O2
653.2803,True,C32H44O14
261.0274,False,C6H12O9S
186.9388,True,C6H3BrO2
396.3105,False,C23H41NO4
309.1425,True,C15H20N2O5
162.1120,False,C7H15NO3
357.2780,False,C24H36O2
275.0736,False,C15H14O3S
296.1641,False,C19H21NO2
772.4336,False,C36H61N5O13
131.1540,False,C7H18N2
407.3881,True,C27H50O2
508.3420,False,C32H45NO4
813.7328,True,C53H96O5
477.1386,False,C23H24O11
727.0774,False,C32H22O20
629.3104,False,C38H44O8
890.6619,False,C52H92NO8P
437.2662,True,C21H41O7P
237.0757,False,C12H12O5
161.1282,True,C7H16N2O2
138.0910,False,C8H11NO
228.1242,False,C12H13N5
99.0802,False,C6H10O
577.1491,False,C34H24O9
213.0942,False,C11H16O2S
183.0914,False,C12H10N2
275.1025,False,C14H14N2O4
359.2791,False,C20H38O5
513.1754,False,C27H28O10
869.6652,True,C57H88O6
496.3396,False,C24H50NO7P
675.5433,False,C37H75N2O6P
147.1166,False,C11H14
752.4491,False,C40H66NO10P
307.1328,True,C20H18O3
885.7905,True,C57H104O6
649.3944,False,C36H56O10
359.1124,False,C19H18O7
391.0864,False,C15H18O12
258.1698,False,C13H23NO4
365.0688,False,C17H16O7S
179.0481,False,C5H10N2O3S
510.2612,False,C29H31N7O2
859.5763,False,C50H84O7P2
895.3066,False,C38H54O24
439.2227,False,C25H30N2O5
242.1133,True,C10H15N3O4
859.2400,False,C39H42N2O20
304.1019,False,C12H17NO8
502.2950,True,C32H39NO4
440.2276,False,C22H33NO8
868.6060,True,C48H86NO10P
783.4886,True,C42H70O13
151.0244,False,C5H10OS2
682.2274,True,C30H39N3O13S
219.2105,True,C16H26
477.2303,True,C29H33ClN2O2
295.2267,True,C18H30O3
130.0860,False,C6H11NO2
549.1754,True,C30H28O10
609.3420,False,C36H48O8
376.1472,True,C21H23ClFNO2
271.1205,False,C13H19ClN2O2
467.2403,True,C21H39O9P
715.5485,False,C44H74O7
833.6805,True,C58H88O3
224.0836,False,C12H14ClNO
400.2149,True,C23H30ClN3O
663.4956,True,C36H71O8P
166.0316,False,C8H7NOS
462.1603,False,C19H27NO12
183.0283,False,C8H6O5
115.1478,False,C8H18
327.1946,False,C21H26O3
821.3952,True,C42H60O16
288.1077,True,C12H17NO7
446.3263,True,C27H43NO4
630.3788,False,C39H51NO6
79.0535,False,C6H6
291.1007,True,C11H18N2O5S
453.2082,False,C24H30F2O6
667.4331,True,C37H63O8P
338.0587,False,C16H13ClFNO4
771.4519,False,C40H66O14
248.1127,False,C10H17NO6
281.2468,False,C18H32O2
482.1822,False,C27H23N5O4
573.3782,False,C34H52O7
725.0720,False,C20H26N10O12P2S2
545.3470,False,C32H48O7
122.0811,False,C4H11NO3
805.7641,False,C52H100O5
420.7840,True,C10H4Cl8O
663.3738,True,C36H54O11
489.2481,False,C27H36O8
488.1313,False,C24H23O11
788.1800,False,C27H35N9O15P2
331.1571,False,C19H23ClN2O
491.1731,True,C25H30O8S
863.8062,False,C55H106O6
127.0291,True,C7H7Cl
131.1175,False,C6H14N2O
787.2079,True,C37H38O19
733.6211,True,C41H85N2O6P
434.0994,False,C24H17O8
263.1424,False,C11H22N2O3S
377.2685,True,C23H36O4
209.1018,False,C8H16O6
299.1244,False,C11H23O7P
339.0741,False,C15H15ClN2O5
291.2166,True,C15H30O5
801.6842,False,C46H93N2O6P
392.1573,True,C24H22O5
270.3155,False,C18H39N
463.1387,False,C26H22O8
404.1041,False,C13H25NO9S2
206.1537,False,C13H19NO
303.2138,True,C12H26N6O3
257.2109,False,C15H28O3
380.1968,False,C22H25N3O3
759.4161,True,C38H62O15
355.1900,False,C22H26O4
463.3203,True,C31H42O3
323.1266,False,C12H22N2O6S
341.0656,False,C11H20N2O4S3
341.0979,False,C14H16N2O8
314.1265,True,C14H20ClN3O3
518.3240,True,C26H48NO7P
94.9980,True,C2H6S2Se
303.1437,True,C14H22O7
273.0035,True,C5H10N2O7P2
232.0811,False,C9H13NO6
610.3808,True,C30H51N5O8
438.1821,True,C22H26F3N3OS
202.1180,True,C8H15N3O3
681.4053,True,C33H60O14
117.0176,True,C4H4O4
811.5326,False,C41H79O13P
489.2516,True,C24H40O8S
528.2398,True,C20H37N3O13
598.2520,True,C29H36N6O6S
422.2689,False,C27H35NO3
419.2064,True,C23H30O7
45.0330,True,C2H4O
415.3443,False,C27H44NO2
560.1544,True,C22H29N3O12S
138.0786,False,C7H9N2O
279.1009,False,C10H18N2O5S
527.4669,False,C32H62O5
866.1592,False,C26H42N7O18P3S
575.4670,False,C36H62O5
286.1728,False,C15H24O5
581.0921,False,C28H20O14
282.1196,True,C11H15N5O4
163.1480,False,C12H18
753.1867,False,C33H36O20
262.1032,False,C9H15N3O6
893.3376,False,C50H52O15
291.1015,False,C19H14O3
371.3672,False,C27H46
774.5412,False,C45H76NO7P
